followers,polarity,sentiment_confidence,clusters,difference
2664,0,0,4,0
423,0.005681818,0.414772727,1,1.14E-05
1021,-0.25,0.233333333,4,-0.00068069
18350,0,0,4,0
130,0.25,0.25,1,9.29E-05
325,-0.1,1,3,-0.000371441
48,0,0,4,0
15,0.6,0.95,0,9.77E-05
261,0,0,4,0
861,0,0,4,0
18350,0,0,4,0
6897,0,0,4,0
71,0.078787879,0.518181818,1,3.31E-05
2458,0,0,4,0
495,-0.05,0.716666667,1,-0.000202721
1793,0,0,4,0
5,-0.175,0.725,1,-7.25E-06
27,0.416666667,0.583333333,0,7.50E-05
4084,0.16,0.54,1,0.004032797
3,0.06,0.83,1,1.71E-06
27,0,0,4,0
54,-0.05,0.716666667,1,-2.21E-05
2906,0,0,4,0
130,0,0,4,0
63,0.8,0.75,0,0.000432015
35,-0.466666667,0.666666667,3,-0.000124449
3,0,0,4,0
39,-0.083333333,0.533333333,1,-1.98E-05
2254,0,0,4,0
185,0.125,0.166666667,4,4.40E-05
135,0.5,0.5,0,0.000385728
363,0,0,4,0
563,0,0,4,0
905,0,0,4,0
2693,0,0,4,0
248,0,0,4,0
224,-0.466666667,0.666666667,3,-0.000796472
9,0,0,4,0
71,0,0,4,0
510,0.1,0.6,1,0.000349726
922,0.2,0.2,4,0.0004215
204,0,0,4,0
12,0,0,4,0
1291,0.1,0.383333333,1,0.0005656
15750,0,0,4,0
1139,0.136363636,0.5,1,0.000887563
942,0.45,0.7,0,0.003391317
25,0.25,0.5,1,3.57E-05
46,0.3,0.65,0,0.000102518
1888,0,0,4,0
1029,0,0,4,0
5004,0,0,4,0
1,0,0,4,0
29,0,0,4,0
1049,-0.083333333,0.188888889,4,-0.000188715
5,-0.3125,0.6875,3,-1.23E-05
250,0,0,4,0
620,0.25,0.5,1,0.000885745
2752,0.125,0.166666667,4,0.000655261
50,0,0,4,0
321,0.78125,0.5,0,0.001433085
941,0,0,4,0
166,0.136363636,0.454545455,1,0.000117596
7,0.25,0.25,1,5.00E-06
1020,0,0,4,0
1598,0.5,1,0,0.009131743
8375,-0.125,0.375,1,-0.004486762
508,0.1,0.383333333,1,0.00022256
1556,0,0,4,0
772,0,1,1,0
426,0,0,4,0
2414,-0.4,0.7,3,-0.007725066
1234,0.136363636,0.454545455,1,0.000874174
0,0,0,4,0
360,0.7875,0.6,0,0.001944067
304,0.475,0.8,0,0.001320274
652,0,0,4,0
725,0,0,4,0
539,0,0,4,0
453,0,0,4,0
10179,0,0,4,0
3476,-0.016666667,0.533333333,1,-0.00035313
62,0,0,4,0
31,-0.25,1,3,-8.86E-05
725,0.357142857,0.571428571,0,0.00169102
521,0.234848485,0.727272727,0,0.00101702
357,0,0,4,0
523,0.5,0.5,0,0.001494337
23,-0.90625,1,3,-0.000238222
25,0,0,4,0
10045,0.068181818,0.227272727,4,0.000170906
14,-0.155555556,0.288888889,0,-6.91E-07
1,0.5,1,3,5.49E-07
1562,0,0,4,0
90,0,0,4,0
43,0,0,4,0
157,0,0,4,0
89362,0,0,4,0
395,1,1,3,0.0004337
10,0.16,0.54,1,9.49E-07
4600,-0.5,0.666666667,0,-0.001683561
4,0.5,0.888888889,3,1.95E-06
637,0.4,0.2,1,5.60E-05
0,0,0,4,0
503,0,0,4,0
214,0.285714286,0.535714286,1,3.60E-05
247,0,0,4,0
113,0.357142857,0.571428571,1,2.53E-05
82,0,0.125,4,0
94,0,0.066666667,4,0
189,-0.05,0.7,0,-7.26E-06
42,0.15,0.05,4,3.46E-07
89362,0,0.1,4,0
637,0.15,0.8,1,8.39E-05
30,0,0,4,0
2074,0,0,4,0
40,-0.5,0.8,0,-1.76E-05
18082,-0.4,0.7,0,-0.005559
47,0.285714286,0.535714286,1,7.90E-06
252,0.357142857,0.571428571,1,5.65E-05
567,0,0,4,0
1076,0,0,4,0
247,0.1,0.4,1,1.08E-05
236,0,0,4,0
1195,0,0.5,0,0
95120,0.3,0,4,0
26752,0,0.6,0,0
4600,0,0,4,0
66314,0,0,4,0
63,0.7,0.6,3,2.91E-05
3548,0.1,0.3,4,0.000116868
777,0.683333333,0.733333333,3,0.000427511
21,0.4,0.8,3,7.38E-06
316,0.541666667,0.833333333,3,0.000156614
6353,0.378787879,0.401515152,1,0.001060887
45108,0.4,0.8,3,0.015848777
63597,0.3,0,4,0
986,0,0,4,0
287,0,0,4,0
89362,0.266666667,0.516666667,1,0.013518368
1183,0,0,4,0
78013,0.8,0.75,3,0.051393766
1004,0,0.1,4,0
123878,0,0,4,0
29397,0,0.5,0,0
21,-0.466666667,0.666666667,0,-7.17E-06
52,-0.096153846,0.269230769,4,-1.48E-06
72,0,0,4,0
7244,0,1,0,0
10045,0.291666667,0.966666667,1,0.003109608
72,0.285714286,0.535714286,1,1.21E-05
245,0,0.5,0,0
2504,0.416666667,0.316666667,1,0.000362759
5729,0.35,0.65,1,0.001431042
34449,0.3,0,4,0
170,0,0,4,0
208,0.375,0.944444444,3,8.09E-05
1006,0,0,4,0
8006,-0.071428571,0.214285714,4,-0.000134547
869,0,0,4,0
89362,-0.2,0.2,4,-0.003924688
72,0,0,4,0
3665,-0.1,0.1,4,-4.02E-05
19003,0.541666667,0.833333333,3,0.009418142
32,-0.5,0.8,0,-1.41E-05
2069,0.285714286,0.535714286,1,0.000347711
178,0,0,4,0
41,-0.8,1,0,-3.60E-05
187,0,0,4,0
254,0,0.125,4,0
174,0,0,4,0
638,0,0.4,0,0
3789,0,0,4,0
1137,-0.155555556,0.288888889,0,-5.61E-05
65,-0.1875,0.5,0,-6.69E-06
3502,0,0,4,0
33346,0,0,4,0
181,0.1,0.1,4,1.99E-06
3959,0.2,0.7,1,0.000608563
173,0.5,1,3,9.50E-05
315,0,0,4,0
2216,0,0,4,0
3921,0.2,0.3,1,0.000258309
42771,0.366666667,0.155555556,1,0.002678543
106,0,0,4,0
1076,-0.15,0.733333333,0,-0.000129956
1458,0,0,4,0
115,0,0.066666667,4,0
6483,0.4,0.8,3,0.002277814
3311,0,0,4,0
3665,-0.333333333,0.7,0,-0.000938951
57,0.136363636,0.477272727,1,4.07E-06
160,0.285714286,0.535714286,1,2.69E-05
40443,-0.076923077,0.269230769,4,-0.000919638
1601,0,0,4,0
4600,0.216666667,0.55,1,0.000601873
501,0.416666667,0.5,1,0.000114601
132,0.325,0.525,1,2.47E-05
1138,0,0,4,0
951,0.333333333,0.5,1,0.000174029
91,0,0,4,0
38,-0.05,0.4,0,-8.34E-07
89,0.302777778,0.644444444,1,1.91E-05
2321,0.65,0.794444444,3,0.001315965
2170,0,0,4,0
40,-0.4,0.5,0,-8.78E-06
311,0,0.066666667,4,0
2639,0,0,4,0
56,0,0,4,0
2396,0,0,4,0
3122,0.59375,0.65,3,0.001322946
1315,0.5,0.566666667,3,0.000409087
1368,0.175,0.325,1,8.54E-05
356,0,0,4,0
253,0,0,4,0
63797,0.071428571,0.230952381,4,0.001155545
3288,0,0.357142857,0,0
96,0.285714286,0.535714286,1,1.61E-05
35,0.8,1,3,3.07E-05
740,0.357142857,0.571428571,1,0.000165817
3136,0.325,0.85,1,0.000951197
163,1,0.3,3,5.37E-05
13971,0,0,4,0
19,0,0,4,0
103,0,0,4,0
1607,0,0,4,0
50,0,0,4,0
56828,0,0,4,0
948,0.325,0.525,1,0.0001776
165,0,0,4,0
2614,-0.044444444,0.522222222,0,-6.66E-05
131,0,0,4,0
21,-0.05,0.4,0,-4.61E-07
1100,0,0,4,0
81,0.1875,0.25,1,4.17E-06
631,0,0,4,0
153,0,0,4,0
1,-0.066666667,0.366666667,0,-2.68E-08
88,0,0,4,0
117378,0.375,0.5,1,0.024164632
897,-0.0275,0.66,0,-1.79E-05
2844,0.1875,0.5625,1,0.000329341
2807,0.375,0.5,1,0.000577878
72,0.428571429,0.712301587,3,2.41E-05
3397,1,0.4,3,0.001491928
1205,-0.466666667,0.666666667,0,-0.000411618
3665,-0.1,0.1,4,-4.02E-05
169,0,0,4,0
551,0.214285714,0.642857143,1,8.33E-05
3334,0,0,4,0
407,0.285714286,0.535714286,1,6.84E-05
93,0,0,4,0
263,0.153146853,0.374592075,1,1.66E-05
1351,0,0.1,4,0
1628,0,0,4,0
72,0.4,0.4,1,1.26E-05
6330,0,0,4,0
6330,0,0,4,0
3397,1,0.4,3,0.001491928
282,0.15,0.05,4,2.32E-06
3146,0,0,4,0
13,0.285714286,0.535714286,1,2.18E-06
486,0,0.066666667,4,0
3146,0.333333333,0.5,1,0.000575705
503,0,0.066666667,4,0
74,-0.1,0.1,4,-8.13E-07
3146,0,0,4,0
18082,-0.333333333,0.4,0,-0.002647143
23,0.4,0.8,3,8.08E-06
269,0,0,4,0
385,0,0,4,0
3665,0.35,0.55,1,0.000774635
3959,0.291666667,0.716666667,1,0.000908619
85,0,0,4,0
1522,0,0,4,0
719,-0.3625,0.6375,0,-0.000182435
2465,-0.1,0,4,0
308,0.15,0.625,1,3.17E-05
10045,0,0,4,0
113,0,0,4,0
918,0.285714286,0.535714286,1,0.000154277
7,-0.125,0.2,4,-1.92E-07
67,0,0,4,0
339,-0.15,0.325,0,-1.81E-05
2199,0.357142857,0.571428571,1,0.000492744
1310,0.4,0.4,1,0.000230135
3412,0,0,4,0
72,0,0,4,0
5919,0,0,4,0
1110,0,0,4,0
881,0.033333333,0.466666667,0,1.50E-05
261277,-0.15,0.8,0,-0.034425055
59,0,0,4,0
167,0.108333333,0.65,1,1.29E-05
187,0.357142857,0.571428571,1,4.19E-05
1454,0,0,4,0
925,0.45,0.65,3,0.000297071
1262,0.285714286,0.535714286,1,0.000212088
251,0.005555556,0.394444444,0,6.04E-07
817,0.089285714,0.232142857,4,1.86E-05
1206,0,0,4,0
1800,0,0,4,0
1045,0,0,4,0
260,0,0,4,0
167,0,0,4,0
640,0.264772727,0.610909091,1,0.000113664
30069,0.416666667,0.316666667,1,0.004356145
3665,-0.6,0.9,0,-0.002173001
1399,-0.4,0.6,0,-0.000368656
224,0,0,4,0
461,-0.15,0.3,0,-2.28E-05
591,0.15,0.05,4,4.87E-06
1323,0,0,4,0
355,0.285714286,0.535714286,1,5.97E-05
358,0,0,4,0
3025,-0.25,0.5,0,-0.000415172
2355,0,0,4,0
901,0,0,4,0
755,0,0,4,0
1775,0.3125,0.5,1,0.000304516
1387,0.55,0.65,3,0.000544433
30,0,0,4,0
1454,0,0,4,0
306,0,0,4,0
306,0,0,4,0
182,0,0,4,0
74,0,0,4,0
1637,0.8,0.4,3,0.000575163
2212,0,0,4,0
32,0.75,0.875,3,2.31E-05
329,0,0,4,0
21,0,0,4,0
908,0.136363636,0.477272727,1,6.49E-05
631,0,0,4,0
1823,0,0,4,0
52186,0,0,4,0
8036,0,0,4,0
1335,0,0,4,0
163,0,0,4,0
1805,0.285714286,0.535714286,1,0.000303343
617,0,0,4,0
44,0,0,4,0
108,0,0,4,0
76,0,0,4,0
21,0,0,4,0
1344,0.5,0.5,3,0.000368919
515,0,0,4,0
3604,0,0,4,0
57367,0,0.5,0,0
308,0,0,4,0
503,0,0,4,0
252,0.5,0.6,3,8.30E-05
1312,0.5,0.6125,3,0.000441166
9031,0,0,4,0
3665,-0.8,0.9,0,-0.002897335
22507,0.425,0.678571429,3,0.007126796
122,0,0,4,0
4,0,0,4,0
404,0,0,4,0
53,0,0,4,0
11693,0.136363636,0.454545455,1,0.000795782
41,0,0,4,0
18082,0,0,4,0
4803,-0.031818182,0.227272727,4,-3.81E-05
75,0,0,4,0
1454,0.136363636,0.454545455,1,9.90E-05
23995,0.6,0.866666667,3,0.013699866
820,-0.3625,0.6375,0,-0.000208063
90,0,0,4,0
2622,0.285714286,0.535714286,1,0.000440646
184,0.5,0.5,3,5.05E-05
9387,0,0,4,0
4264,0.45,0.65,3,0.001369416
117565,0,0,4,0
160,0,0,4,0
859,0,0,4,0
815,0,0,4,0
8534,0,0,4,0
6681,0.136363636,0.5,1,0.000500152
898,0.136363636,0.477272727,1,6.42E-05
10045,0.55,0.7,3,0.004246224
369,0.4,0.45,1,7.29E-05
118,0,0,4,0
897,0.058333333,0.75,0,4.31E-05
2212,0.2,0.2,4,9.71E-05
1480,0.5,0.566666667,3,0.000460417
3048,0.1,0.3,4,0.000100399
636,0.375,0.75,1,0.0001964
3961,0,0,4,0
718,0,0,4,0
85,0.2,0.1,4,1.87E-06
2868,0,0,4,0
125,0,0,4,0
632,0.136363636,0.477272727,1,4.52E-05
105,0,0,4,0
14211,0,0.3,4,0
150,0,0,4,0
7935,0.5,0.75,3,0.00326716
1454,0.3,0.9,1,0.000431043
35,0,0,4,0
3665,-0.083333333,0.283333333,4,-9.50E-05
7935,0.625,0.5,3,0.002722633
344,0.357142857,0.571428571,1,7.71E-05
10792,0,1,0,0
2786,0,0,4,0
2707,0,0.1,4,0
8521,0.575,0.775,3,0.004169196
410,0.1,0,4,0
126,0.2,0.5,1,1.38E-05
9320,0,0,4,0
1616,0,0,4,0
4354,0,0.1,4,0
4262,-0.266666667,0.366666667,0,-0.000457558
404,0,0,4,0
3580,0.7,0.6,3,0.001650914
20918,0,0,4,0
333,-0.2,0.6625,0,-4.84E-05
137,0.25,0.25,1,9.40E-06
18082,0,0,4,0
40,0.136363636,0.477272727,1,2.86E-06
31,-0.3,0.4,0,-4.08E-06
10045,0.8,0.75,3,0.006617492
111,0,0,4,0
113834,0,0,4,0
20918,0,0,4,0
20918,0,0,4,0
20918,0,0.5,0,0
20918,0,0,4,0
6127,0,0.166666667,4,0
2845,-0.1,0.1,4,-3.12E-05
20918,1,0.75,3,0.017225571
989,0,0,4,0
20918,0.125,0.1,4,0.000287093
20918,0,0,4,0
20918,0.172222222,0.444444444,1,0.001758001
20918,0,0,4,0
17248,0.5,0.5,3,0.004734466
20918,0.35,0.65,1,0.00522509
585,-0.3625,0.6375,0,-0.000148435
20918,0.55,0.7,3,0.00884246
20918,0,0,4,0
2138,-0.05,0.6,0,-7.04E-05
49,0.357142857,0.571428571,1,1.10E-05
227,0,0,4,0
6219,0.5,0.8,3,0.002731321
20918,0,0,4,0
1454,0.5,0.5,3,0.000399114
247,0,0,4,0
4223,0,0,4,0
358,0,0,4,0
59,-0.2,0.35,0,-4.53E-06
70,0,0,4,0
729,0,0,4,0
767,0.2,0.5,1,8.42E-05
47,-0.155555556,0.288888889,0,-2.32E-06
42,0,0,4,0
307,0,0,4,0
1562,0.433333333,0.733333333,3,0.000545
521,0.1,0.4,1,2.29E-05
0,0.142857143,0.317857143,1,0
864,0.542857143,0.767857143,3,0.000395432
15114,0,0,4,0
1741,0,0,4,0
25629,0,0,4,0
25629,-0.05,0.6,0,-0.0008442
2081,0.368181818,0.677272727,1,0.000569758
1980,0.4,0.4,1,0.000347838
40,0,0,4,0
1454,0,0,4,0
3392,0,0.066666667,4,0
1708,0,0,4,0
4567,0,0,4,0
3539,0.266666667,0.35,1,0.000362668
197,0,0,4,0
3327,-0.1,0.2,4,-7.31E-05
15114,0.3,0.8,1,0.003982748
70,0,0,4,0
733,0,0,4,0
65,0,0,4,0
180,0,0,4,0
3784,0.607142857,0.589285714,3,0.001486484
75,0.5,0.888888889,3,3.66E-05
19,0,0.666666667,0,0
368,0.357142857,0.571428571,1,8.25E-05
153,0.5,0.6,3,5.04E-05
269,0,0,4,0
34867,0,0,4,0
272,-0.166666667,0.433333333,0,-2.16E-05
21,0,0,4,0
6631,0.483333333,0.716666667,3,0.002521943
493,0,0,4,0
10045,0.8,0.75,3,0.006617492
29456,0.4,0.4,1,0.005174709
228,0.375,0.75,1,7.04E-05
126804,0.7,0.6,3,0.058475569
3117,0.48125,0.7,3,0.001152916
80,0,0,4,0
4091,0.05,0.05,4,1.12E-05
63,0.268181818,0.677272727,1,1.26E-05
50,0,0,4,0
336,0,0,4,0
92,0.116666667,0.177777778,4,2.10E-06
15114,0.55,1,3,0.009127132
847,0.357142857,0.571428571,1,0.000189793
5806,0,0,4,0
543,0.166666667,0.166666667,4,1.66E-05
366,0,0,4,0
89,0,0,4,0
463,0,0,4,0
32,0,0,4,0
221,0,0,4,0
2004,0,0,4,0
636,0.3984375,0.45,1,0.000125205
1205,0,0,4,0
40,0,0,4,0
137,0.8,0.4,3,4.81E-05
522,0,0,4,0
2360,0.378787879,0.401515152,1,0.000394096
158,0.161111111,0.477777778,1,1.34E-05
150,0.25,0.15,4,6.18E-06
94,0,0,4,0
47,0.15,0.05,4,3.87E-07
3087,0,0,4,0
87,-0.75,1,0,-7.16E-05
438,0,0,4,0
109,0,0,4,0
89,0,0,4,0
1682,0,0,4,0
8,0,0,4,0
72,0.5,0.566666667,3,2.24E-05
637,1,0.4,3,0.000279764
619,-0.125,0.25,4,-2.12E-05
9,0,0,4,0
503,0.4,0.8,3,0.00017673
3,0,0,4,0
46,0.068181818,0.289772727,4,9.98E-07
1100,1,0.4,3,0.000483109
258551,0,1,0,0
51,0,0,4,0
887,0.65,0.75,3,0.000474778
240,0,0,4,0
254,-0.5,0.8,0,-0.000111554
22,0,0,4,0
1454,0,0,4,0
444,0.318333333,0.54,1,8.38E-05
8484,-0.170833333,0.458333333,0,-0.000729368
316,0,0,4,0
3739,-0.2,0.45,0,-0.000369479
2554,-0.025,0.5,0,-3.51E-05
3749,0,0,4,0
25,0,0,4,0
536,0,0.066666667,4,0
1118,0.25,0.2,1,6.14E-05
72,0,0,4,0
249,0,0,4,0
40028,-0.166666667,0.433333333,0,-0.003174146
106,0,0,4,0
36502,0.1,0.2,4,0.000801565
40028,0,0,4,0
731,-0.8,1,0,-0.000642095
8932,0,0,4,0
252,0,0,4,0
26,0,0,4,0
18703,-0.1,0.2,4,-0.000410708
69,0.2,0.2,4,3.03E-06
90,0,0,4,0
130,0,0.1,4,0
927,0,1,0,0
3025,0.4,0.433333333,1,0.000575705
67,0.357142857,0.571428571,1,1.50E-05
242,0,0,4,0
2305,0,0,4,0
208,0.8,1,3,0.000182703
227,0,0,4,0
126804,0.433333333,0.783333333,3,0.047260017
4919,-0.036363636,0.472727273,0,-9.28E-05
74,0,1,0,0
18082,0.1,0.4,1,0.000794143
1802,0,0,4,0
254,0,0,4,0
100,0,0,4,0
3737,0,0,4,0
126804,0.8,1,3,0.111382036
17,0,0,4,0
785,0,0,4,0
3410,0,0,4,0
6330,-0.5,0.666666667,0,-0.002316726
2554,0.433333333,0.383333333,1,0.000465813
30046,0,0,4,0
2207,0,0,4,0
35,0.285714286,0.535714286,1,5.88E-06
416,0,0,4,0
1163,0,0,4,0
250,0,0,4,0
935,0,0,4,0
162,0.4,0.7,1,4.98E-05
63,0.25,0.333333333,1,5.76E-06
455,0,0,4,0
167,0,0,4,0
240,0,0,4,0
1480,0,0,4,0
39,0,0,4,0
3999,0,0,4,0
243,0.357142857,0.571428571,1,5.45E-05
503,0.2,0.2,4,2.21E-05
1323,0,0,4,0
1956,0.4,0.8,3,0.000687244
21,0,0.666666667,0,0
72,0.285714286,0.535714286,1,1.21E-05
5806,0.1375,0.6375,1,0.000558795
27,0,0,4,0
442,0.25,0.25,1,3.03E-05
5722,-0.166666667,0.433333333,0,-0.000453744
7869,-0.166666667,0.433333333,0,-0.000623997
44,-0.166666667,0.888888889,0,-7.16E-06
18082,0.25,0.55,1,0.002729866
597,0,0,4,0
31,-0.05,0.4,0,-6.81E-07
7470,0,0,4,0
23,0,0,4,0
3818,0,0,4,0
27,0.357142857,0.571428571,1,6.05E-06
79,0.357142857,0.571428571,1,1.77E-05
1,0,0,4,0
1185,0.2,0.6,1,0.000156132
4783,0,0,4,0
705,0,0.4,0,0
13613,0,0,4,0
223,-0.1,0.1,4,-2.45E-06
354,0.312121212,0.401515152,1,4.87E-05
3959,0,1,0,0
157,0,0,4,0
4101,-0.1,0,4,0
353,0.2,0.3,1,2.33E-05
63,0,0,4,0
126804,0,0,4,0
406,0,0,4,0
939,0,0,4,0
150,0,0,4,0
4223,0,0,4,0
5388,0.291666667,0.566666667,1,0.000977765
214,0,0,4,0
295,0,0,4,0
1430,0.15,0.35,1,8.24E-05
4528,0,0,4,0
1080,0,0,4,0
352,0,0,4,0
1037,0,0,4,0
2075,0.416666667,0.316666667,1,0.000300609
377,0,0,4,0
77,-0.035714286,0.607142857,0,-1.83E-06
408,0,0,4,0
2022,0,0,4,0
269,0,1,0,0
53,0,0,4,0
3665,0,0,4,0
8614,0.375,0.75,1,0.002660049
918,-0.133333333,0.366666667,0,-4.93E-05
426,0,0.5,0,0
545,0,0,4,0
3311,-0.2,0.4,0,-0.000290831
77,0,0,4,0
3433,0,0,4,0
437,0,0,4,0
1562,0,0,4,0
264,0,0,4,0
7,0.178571429,0.392857143,1,5.39E-07
4037,0,0,4,0
18556,-0.15,0.4,0,-0.001222441
3300,0,0,4,0
120,0,0,4,0
758,0.357142857,0.571428571,1,0.00016985
118,0,0,4,0
91,0,0,4,0
101,0,0,4,0
15049,-0.016666667,0.755555556,0,-0.000208073
178,-0.236363636,0.606060606,0,-2.80E-05
17,0,0,4,0
28643,0.5,0.5,3,0.00786232
719,0.5,0.566666667,3,0.000223676
3154,0.1,0.6,1,0.000207781
1921,0.383333333,0.666666667,1,0.00053902
1454,0,0.333333333,4,0
9,0.25,0.5,1,1.24E-06
3660,0,0,4,0
202,0.041666667,0.158333333,4,1.46E-06
3433,0.65,0.7,3,0.001715052
1745,0.15,0.05,4,1.44E-05
3399,0.75,0.875,3,0.002449135
770,0,0,4,0
3,0,0,4,0
689,0,0,4,0
1050,-0.097222222,0.213888889,4,-2.40E-05
1935,0.136363636,0.454545455,1,0.000131689
87179,0,0,4,0
676,0.068181818,0.539772727,1,2.73E-05
2015,0.154166667,0.770833333,1,0.000262917
7781,-0.1,0.25,4,-0.000213583
1,0,0,4,0
6127,0.5,0.6,3,0.002018187
94,0.4875,0.5375,3,2.70E-05
11511,0.113636364,0.451298701,1,0.000648167
145,0.065079365,0.412301587,1,4.27E-06
14,-0.25,0.4,0,-1.54E-06
2554,0,0,4,0
2901,0.5,0.5,3,0.000796306
71,0.5,0.5,3,1.95E-05
55970,0,0,4,0
55970,0,0,4,0
47212,0,0,4,0
13039,0.2,0.2,4,0.00057266
6,-0.066666667,0.366666667,0,-1.61E-07
444,0.125,0.4,1,2.44E-05
101627,0,0,4,0
24803,0.4,0.8,3,0.008714579
69202,0.2,0.9,1,0.013676764
6,0,0,4,0
6330,0.520833333,0.666666667,3,0.002413256
35506,0.1,0.4,1,0.001559387
18082,0.1,0.55,1,0.001091947
10239,0,0,4,0
10287,0,0,4,0
79901,0,0,4,0
1613,0.7,0.4,3,0.000495889
3212,0.357142857,0.571428571,1,0.000719733
11322,0.35,0.35,1,0.00152283
8513,0,0,4,0
620,-0.6,0.9,0,-0.000367602
7414,1,0.75,3,0.006105287
9368,1,0.3,3,0.003085747
3306,0.05,0.95,0,0.00017242
18479,0,0,4,0
79,0,0.5,0,0
77,-0.1,0.1,4,-8.45E-07
187,0.285714286,0.535714286,1,3.14E-05
12292,-0.016666667,0.266666667,4,-6.00E-05
37410,0.212121212,0.518181818,1,0.00451488
2949035,0,0,2,0
146,0,0.5,0,0
156,0,0,4,0
2243,-0.466666667,0.666666667,0,-0.000766191
1713,0,0,4,0
3,0.512121212,0.618181818,3,1.04E-06
1802,0,0,4,0
130,0,0,4,0
107,0.15,0.05,4,8.81E-07
751,0,0,4,0
530,0.5,0.6,3,0.000174578
192,0.366666667,0.562962963,1,4.35E-05
685,0,0,4,0
6,0,0,4,0
77,-0.125,0.25,4,-2.64E-06
1766,-0.5,1,0,-0.000969511
36,-0.089583333,0.466666667,0,-1.65E-06
209,0.214285714,0.571428571,1,2.81E-05
10442,0,0,4,0
1927,0,0,4,0
3042,0,0,4,0
18,-0.1,0.1,4,-1.98E-07
179,0,0.125,4,0
13,0,0,4,0
18082,0.4,0.8,3,0.006353143
6219,0.25,0.5,1,0.000853538
7483,0.2,0.5,1,0.000821614
2580,0.7,0.7,3,0.001388059
126804,0.3,0.678571429,1,0.02834275
1124,0,0,4,0
24,0,0,4,0
1088,0.6125,1,3,0.00073169
34140,0,0,4,0
27223,0.25,0.5,1,0.00373627
71,0,0.5,0,0
19,-0.155555556,0.288888889,0,-9.37E-07
3241,0.15,0.05,4,2.67E-05
82178,0,0,4,0
248,0.357142857,0.571428571,1,5.56E-05
42,0.4375,0.6,1,1.21E-05
1640,0.25,0.25,1,0.000112542
530,0.5,0.4,1,0.000116385
392,0.357142857,0.571428571,1,8.78E-05
8311,0,0,4,0
729,0.270833333,0.458333333,1,9.94E-05
27223,0.520833333,0.666666667,3,0.010378527
815,0,0.5,0,0
71,-0.155555556,0.288888889,0,-3.50E-06
22507,0.2,0.3,1,0.001482727
78,0.357142857,0.571428571,1,1.75E-05
1934,0,0,4,0
302,0,0,4,0
1138,0,0,4,0
21,-0.155555556,0.288888889,0,-1.04E-06
1306,0.5,0.5,3,0.000358489
176,-0.166666667,0.383333333,0,-1.23E-05
79769,0,0,4,0
79769,1,0.75,3,0.06568824
79769,0.125,0.1,4,0.001094804
79769,0,0,4,0
79769,0.172222222,0.444444444,1,0.006703985
79769,0,0,4,0
65,0,0,4,0
79769,0,0,4,0
608,0.285714286,0.535714286,1,0.000102179
3665,-0.125,0.375,0,-0.000188629
79769,0.35,0.65,1,0.019925433
76128,0,0,4,0
79769,0.55,0.7,3,0.033719963
79769,0.7,0.6,3,0.036785414
452,0.357142857,0.571428571,1,0.000101283
5109,0.125,0.6,1,0.000420716
79769,0.1,0.4,1,0.003503373
79769,0,0,4,0
2321,0,0,4,0
79769,0,0,4,0
2185,0,0,4,0
79769,0,0,4,0
928,0.5,0.566666667,3,0.000288694
90,0,0,4,0
700,0,0,4,0
437,0,0,4,0
871,-0.3125,0.5,0,-0.000149427
27223,0.368181818,0.677272727,1,0.007453395
6,0,0,4,0
1682,0.285714286,0.535714286,1,0.000282672
1669,0.5,0.566666667,3,0.000519214
194,-0.035714286,0.607142857,0,-4.62E-06
76,0,0,4,0
908,0,0,4,0
355,0,0.125,4,0
60,0,0,4,0
234,0,0,4,0
5109,0.5,0.7,3,0.001963343
1454,0,0,4,0
27223,0.2,0.5,1,0.002989016
508,0,0,4,0
519,0,0,4,0
126804,0.65,0.7,3,0.063348533
1100,0,0,4,0
6330,0.475,0.7,3,0.002310934
98,0,0,4,0
36225,0,0,4,0
4748,0.1,1,1,0.000521318
1888,0,0,4,0
249,-0.05,0.4,0,-5.47E-06
11,0,0,4,0
92,-0.4,0.7,0,-2.83E-05
30316,0,0,4,0
3665,0,0,4,0
31,0,0,4,0
6497,0,0,4,0
10792,0.6125,1,3,0.007257721
126804,0.4625,0.55,3,0.035416007
14583,0,0.357142857,0,0
1690,-0.155555556,0.288888889,0,-8.34E-05
1302,0,0,4,0
998,0.333333333,0.275,1,0.000100446
1096,0.285714286,0.535714286,1,0.000184191
717,0,0,4,0
493,-0.25,0.5,0,-6.77E-05
1766,0,0,4,0
25,0,0.1,4,0
4341,0.357142857,0.571428571,1,0.000972716
15759,-0.1,0,4,0
1454,0,0,4,0
86,0.357142857,0.571428571,1,1.93E-05
292,0,0,4,0
126804,0,0,4,0
183,0,0,4,0
62,0,0,4,0
1083,0,0,4,0
169,0,0,4,0
266,0,0.066666667,4,0
2639,-0.155555556,0.288888889,0,-0.000130211
1766,0.75,0.875,3,0.001272484
367,0,0,4,0
88925,-0.079166667,0.354166667,0,-0.002737576
40,0,0.5,0,0
3017,0.8,0.6,3,0.001590043
626,0,0,4,0
20510,0,0.5,0,0
130,0,0,4,0
3665,0.075,0.6,1,0.000181083
7280,1,1,3,0.007993254
1396,0,0,4,0
620,0,0,4,0
2173,0.7,0.9,3,0.001503116
23,0,0.666666667,0,0
557,0,0,4,0
13,0.168181818,0.35,1,8.40E-07
437,0,0,4,0
261277,0.354166667,0.770833333,3,0.078317996
1522,0,0,4,0
243,0,0,4,0
