followers,polarity,sentiment_confidence,clusters,difference
23,0.333333333,0.833333333,1,7.01E-06
2783,0,0,4,0
487,0,0,4,0
3665,0,0,4,0
787,-0.25,0.5,0,-0.000108013
137,0.079166667,0.566666667,1,6.75E-06
40443,0,0,4,0
6353,0.5,1,3,0.003487716
48,0,0.125,4,0
143,0,0,4,0
116,0.095238095,0.234126984,4,2.84E-06
533,0,0,4,0
8767,0,1,0,0
126804,0.478571429,0.785714286,3,0.052352398
242,0.15,0.05,4,1.99E-06
803,0.285714286,0.535714286,1,0.00013495
8862,0,0,4,0
117234,0,0,4,0
2582,0,0,4,0
310,0,0.066666667,4,0
23601,0,0.5,0,0
212,0.6,0.55,3,7.68E-05
324,0.285714286,0.535714286,1,5.45E-05
881,0,0,4,0
243,0,1,0,0
752,0,0,4,0
13039,-0.230769231,0.461538462,0,-0.001524833
7,0,0,4,0
13,0,0,4,0
793,0,0,4,0
269587,0.354166667,0.770833333,3,0.080808925
18081,0,0,4,0
1284,0,0,4,0
278,0,0,4,0
22,0,0,4,0
126,0.357142857,0.571428571,1,2.82E-05
145,-0.2,0.6,0,-1.91E-05
151,0.15,0.8,1,1.99E-05
16,0,1,0,0
214,0,0,4,0
3665,-0.05,0.4,0,-8.05E-05
7413,0.136363636,0.454545455,1,0.000504501
3688,0.285714286,0.535714286,1,0.000619795
1060,-0.230769231,0.461538462,0,-0.000123961
1271,0.2125,0.6875,1,0.000203878
2021,0.25,1,1,0.000554752
2,-0.066666667,0.366666667,0,-5.37E-08
12510,0.5,0.5,3,0.003433915
45108,0.05,0.55,1,0.001362004
173,0,0,4,0
33,0,0,4,0
4414,0.75,0.75,3,0.002726133
1738,0.45,0.85,3,0.000729917
10229,0,0,4,0
5141,0,0,4,0
156,0,0,4,0
3513,-0.3,0.4,0,-0.000462862
276,0,0,4,0
3489,0.433333333,0.877777778,3,0.001457135
1319,0.6,0.9,3,0.000782043
3,0,0,4,0
291,0,0,4,0
671,0,0,4,0
126804,0.5,1,3,0.069613773
7,0,0,4,0
151,0.4,0.2,1,1.33E-05
14,0,0,4,0
34460,0,0,4,0
243,0,0,4,0
4015,1,1,3,0.004408367
140,0,0,4,0
972,0,0,4,0
13039,0.2,0.9,1,0.002576968
22605,0.45,0.75,3,0.008376653
68529,0,0,4,0
13971,0.211038961,0.49512987,1,0.001602882
145982,-0.625,1,0,-0.100177812
8767,0.5,1,3,0.004812971
3373,0.108333333,0.65,1,0.000260786
17323,0,0,4,0
24,0,0,4,0
1893,0,0,4,0
13971,0,0,4,0
190,-0.3125,0.5,0,-3.26E-05
15,0,0,4,0
6353,0.5,0.566666667,3,0.001976372
679,0,0,4,0
815,0,0,4,0
275,-0.05,0.4,0,-6.04E-06
3899,0.5,0.5,3,0.001070251
3665,0,0,4,0
31,0,0.066666667,4,0
44,-0.2,0.6375,0,-6.16E-06
310,0.166666667,0.566666667,1,3.21E-05
117,0,0,4,0
2512,0,0,4,0
227,0,0.066666667,4,0
21,-0.6,0.9,0,-1.25E-05
1020,0,0,4,0
6353,0.405,0.77,3,0.002175288
12,0.136363636,0.454545455,1,8.17E-07
3862,0,0,4,0
1562,0.2,0.1,4,3.43E-05
18081,0,0,4,0
10960,0,0,4,0
342,0.278282828,0.442424242,1,4.62E-05
3688,0.285714286,0.535714286,1,0.000619795
1351,0,0,4,0
137,0,0,4,0
290,0,0,4,0
4246,0,0,4,0
6422,0,0,4,0
8778,0,0,4,0
1095,0,0,4,0
22,0.5,0.566666667,3,6.84E-06
283,0,0,4,0
27,0,0,4,0
159,0,0.066666667,4,0
182,-0.05,0.4,0,-4.00E-06
3834,0,0,4,0
53717,0,0,4,0
7413,0.318181818,0.727272727,1,0.001883471
4656,0,0,4,0
297,0,0,4,0
424,-0.15,0.4,0,-2.79E-05
28211,0,0,4,0
148,0.041666667,0.158333333,4,1.07E-06
1348,-0.5,0.8,0,-0.000592028
179,0,0,4,0
5363,1,0.3,3,0.001766531
13039,0.4,0.4,1,0.002290638
6353,0,0,4,0
376,0,0,4,0
1364,0,0,4,0
1405,-0.216666667,0.216666667,4,-7.24E-05
696,0.25,1,1,0.000191048
112,0,0,4,0
3513,0,0,4,0
433,-0.263095238,0.438095238,0,-5.48E-05
1348,0,0,4,0
339,0.5,0.566666667,3,0.00010546
79,0,0,4,0
212,-0.15,0.4,0,-1.40E-05
815,0.174918831,0.556277056,1,8.71E-05
2412,0,0,4,0
33,0,0,4,0
102,0,0,4,0
65,0,0,4,0
1349,0,0,4,0
62,0,0,4,0
365,0,0,4,0
352,0,0,4,0
18081,0.4,0.8,3,0.006352792
5524,-0.3,0.2,0,-0.000363913
5524,-0.1875,0.9,0,-0.001023504
173,0.287121212,0.518181818,1,2.83E-05
6422,0.8,0.75,3,0.004230715
10493,0,0.75,0,0
258,0.25,0.25,1,1.77E-05
20536,0,0,4,0
357,0,0.066666667,4,0
81,0.5,0.5,3,2.22E-05
92,0.357142857,0.571428571,1,2.06E-05
13552,0.8,0.4,3,0.00476152
6894,0,0.066666667,4,0
4347,0,0,4,0
13039,0.246875,0.511111111,1,0.001806462
3688,0,0,4,0
10792,0,0,4,0
82178,0.625,0.6,3,0.033836003
22,0,1,0,0
384,0,0,4,0
55,0,0.464285714,0,0
338,0,0.625,0,0
613,0,0,4,0
2412,-0.291666667,0.541666667,0,-0.000418397
917026,0,0,4,0
392,0,0,4,0
1069,-0.25,0.7,0,-0.000205404
54,0,0.5,0,0
344,0,0,4,0
222,0,0,4,0
143,0,1,1,0
22,-0.466666667,0.666666667,3,-6.26E-05
24,0,0,4,0
97,0,0,4,0
3,0.4,0.55,0,6.03E-06
55635,0.2,0.3,1,0.030520634
0,0.25,0.333333333,1,0
4,-0.9375,1,3,-3.43E-05
715,0.1,0.4,1,0.000261493
240,0,0,4,0
62,0,0,4,0
150,-0.15,0.4,1,-8.23E-05
579,0,0,4,0
291,0.1,0.4,1,0.000106426
17,0,0.1,4,0
406,0,0,4,0
355,0,0,4,0
11,-0.75,1,3,-7.54E-05
1120,0,0,4,0
306,0.25,0.277777778,1,0.000194291
2407,0.5,0.9,0,0.009903365
9169,1,0.3,0,0.025149968
262,0.35,0.65,0,0.000544975
572,0,0,4,0
10693,0,0,4,0
1,-0.25,1,3,-2.29E-06
183,0.65,0.5,0,0.000543787
116,0,0,4,0
10693,0,0,4,0
184,0.25,0.25,1,0.000105146
506,0,0,4,0
1430,0.214285714,0.428571429,1,0.001200734
45,-0.083333333,0.188888889,4,-6.48E-06
10693,0.0625,0.5,1,0.003055229
3812,0.366666667,0.7,0,0.008945746
347,-0.15,0.4,1,-0.00019036
658,0,0,4,0
559,0,0.375,1,0
3393,0,0,4,0
387,-0.25,1,3,-0.000884596
97,0.25,0.277777778,1,6.16E-05
317,0,0,4,0
4,0,0,4,0
658,0.068181818,0.227272727,4,9.32E-05
30258,0,0,4,0
1612,-0.75,1,3,-0.011054027
129,0.008333333,0.016666667,4,1.64E-07
31,0.5,0.5,0,7.09E-05
17,-0.75,1,3,-0.000116575
7905,0,0,4,0
5187,0.111111111,0.347222222,1,0.001829681
480,0,0,4,0
2937,0,0,4,0
1874,0.25,1,0,0.00428355
2,-0.25,1,3,-4.57E-06
170,0.25,1,0,0.000388582
542,-0.2,0.9,3,-0.000892002
1556,0,0,4,0
0,0.8,0.4,0,0
16,0.095238095,0.234126984,4,3.26E-06
583,0,0,4,0
455,-0.057291667,0.370833333,1,-8.84E-05
376,0,0,4,0
103,0.25,0.5,1,0.000117718
225,0.244047619,0.482142857,1,0.000242062
13,-0.1,0.1,4,-1.19E-06
2794,0,0,4,0
57,-0.75,1,3,-0.000390868
344,-0.05,0.716666667,1,-0.000112704
67,0,0,4,0
97,0.036111111,0.347222222,1,1.11E-05
13335,0.125,0.1875,4,0.002857581
647,0.008333333,0.016666667,4,8.22E-07
13,0,0,4,0
258,0.2,0.45,1,0.000212303
3241,-0.083333333,0.033333333,4,-8.23E-05
816,0,0,4,0
1954,0,0,4,0
362,0.1,0.2,4,6.62E-05
425,0,0,4,0
34,0,0,4,0
3,0.05,1,1,1.37E-06
1411,-0.1,0.1,4,-0.000129009
79,0,0,4,0
0,0.25,0.333333333,1,0
92,-0.75,1,3,-0.000630875
16,0,0.1,4,0
1286,0.136363636,0.454545455,1,0.000728805
146,0,0,4,0
9,-0.25,1,3,-2.06E-05
2910,0,0,4,0
5165,0.333333333,0.5,0,0.007870699
1094,0.25,0.591666667,1,0.001479547
895,-0.15,0.533333333,1,-0.000654647
217,-0.5,0.9,3,-0.000892825
793,0,0,4,0
183,0.566666667,0.616666667,0,0.000584687
401,0.6,1,0,0.002199834
0,0,0,4,0
2575,-0.125,1,3,-0.00294294
136,-0.276190476,0.471428571,1,-0.000161904
28,0,0.4,1,0
254,0.366666667,0.233333333,0,0.00019869
420,-0.5,0.5,3,-0.000960027
5165,0,0,4,0
5165,0.333333333,0.5,0,0.007870699
182,0,0,4,0
133,0,0,4,0
1200,0.142857143,0.517857143,1,0.000811685
42,-0.25,0.55,1,-5.28E-05
369,0,0,4,0
1890,0.333333333,0.5,0,0.002880081
50,0,0,4,0
559,0.2,0.2,4,0.00020444
612,0,0,4,0
10,0,0.1,4,0
2701,0,0.4,1,0
2853,0,0,4,0
820,0.733333333,0.9,0,0.004948254
775,0,0,4,0
13136,0.136363636,0.454545455,1,0.007444461
89,0,0,4,0
13136,-0.2,0.7,1,-0.016814555
13136,0,0,4,0
415,-0.4,0.4,3,-0.000607103
13136,0,0,4,0
3300,0,0,4,0
415,0,0,4,0
1214,0,0,4,0
13136,0,0,4,0
201,0,0,4,0
13136,0,0,4,0
415,0,0,4,0
13136,0,0,4,0
3472,0,0,4,0
250,0,0,4,0
13136,0.15,0.1,4,0.001801559
13136,0,0.1,4,0
13136,0,0,4,0
1188,0,0,4,0
570,0,0,4,0
13136,0,0,4,0
2241,0.2,0.2,4,0.000819589
80,0,0,4,0
563,0,0,4,0
13136,0.5,0.5,0,0.030025991
13136,-0.166666667,0.233333333,4,-0.00467071
775,0,0,4,0
116,0,0.1,4,0
564,0,0.5,1,0
13136,-0.25,0.4,1,-0.012010396
83,0,0,4,0
127,0,0,4,0
13136,-0.2,0.25,4,-0.006005198
1611,0,0,4,0
15,0,0,4,0
13136,0,0.55,1,0
13136,0,0,4,0
317,0.1,0.594444444,1,0.000172292
37,0.25,1,0,8.46E-05
13136,0,0,4,0
137,-0.075,0,4,0
913,0.286931818,0.525,0,0.001257486
262,0,0,4,0
13136,0,0,4,0
13136,-0.4,0.4,3,-0.019216634
388,0,0,4,0
775,0,0,4,0
227,0,0,4,0
32,-0.05,0,4,0
312,0.35,0.7,0,0.0006989
944,0,0,4,0
247,0,0,4,0
29,0,0,4,0
247,-0.05,0.716666667,1,-8.09E-05
1032,0,0,4,0
250,0,0,4,0
71,0,0,4,0
3250,0,0,4,0
283,-0.05,0.535416667,1,-6.93E-05
247,0,0,4,0
50,0,0,4,0
823,0,0,4,0
325,0,0,4,0
96,-0.75,1,3,-0.000658304
678,0.5,0.5,0,0.001549758
18426,0,0,4,0
4905,0.4,0.8,0,0.014351034
176,0,0,4,0
19,0.1,0.1,4,1.74E-06
839,-0.39,0.52,3,-0.001555694
2981,0,0,4,0
2776,0,0,4,0
2175,0,0,4,0
13733,0,0.1,4,0
1383,-0.05,0.716666667,1,-0.00045311
5165,0,0,4,0
377,0.1,0.383333333,1,0.000132133
89,0.3,0.1,4,2.44E-05
775,0,0,4,0
73,0.1875,0.875,1,0.000109503
3277,0,0,4,0
35,0,0,4,0
3488,0,0,4,0
1453,0.3,0.2,1,0.000797097
923,0.366666667,0.233333333,0,0.000722012
646,-0.75,1,3,-0.004429839
3488,0.375,0.75,0,0.008969396
16,0,0,4,0
3832,0,0,4,0
2962,-0.3,0.5,3,-0.004062286
7,0.35,0.35,0,7.84E-06
236,0.6,0.9,0,0.001165199
3472,0,0,4,0
29684,0.4,0.8,0,0.086849356
53,0,0,4,0
344,0,0,4,0
15423,0.083333333,0.3,1,0.003525357
134,0,0,4,0
923,-0.166666667,0.166666667,4,-0.000234419
68,0,0,4,0
171,-0.1,0.1,4,-1.56E-05
16,0,0,4,0
268,0.35,0.7,0,0.000600337
4026,0,0.1,4,0
88,-0.75,1,3,-0.000603446
7943,0,0,4,0
442,0.416666667,0.583333333,0,0.00098225
48,0.133333333,0.466666667,1,2.73E-05
2521,0.5,0.5,0,0.005762449
60,-0.2,0.4,1,-4.39E-05
32,0,0,4,0
1638,0,0,4,0
5872,0.5,0.6,0,0.016106512
176,-0.4,0.7,3,-0.000450573
600,-0.125,1,3,-0.000685734
42,-0.466666667,0.666666667,3,-0.00011947
88,0,0,4,0
1021,0,0,4,0
490,-0.15,0.9,3,-0.000604817
1889,0.6,0.9,0,0.009326526
684,0,0,4,0
1021,0,0,4,0
775,0,0,4,0
4501,-0.3,0.5,3,-0.006172974
1021,0,0,4,0
1453,0.8,0.75,0,0.007970968
1847,0,0,4,0
18350,0,0,4,0
18350,0,0,4,0
813,0,0,4,0
171,0,0,4,0
4532,0,0,4,0
1793,0,0,4,0
88,0,0.5,1,0
95,-0.125,0.8,1,-8.69E-05
58,0,0,4,0
365,-0.8,1,3,-0.00266979
202,0,0,4,0
8,-0.75,1,3,-5.49E-05
306,-0.15,0.4,1,-0.000167868
4891,-0.466666667,0.666666667,3,-0.013912571
751,-0.15,0.4,1,-0.000411989
1136,0,0.1,4,0
494,-0.5,0.8,3,-0.00180668
1538,0,0,4,0
5165,0,0,4,0
207,0,0,4,0
10521,0,0,4,0
775,0.357142857,0.571428571,0,0.001446105
5165,0,0,4,0
140,0.0175,0.77,1,1.72E-05
225,0.566666667,0.616666667,0,0.000718877
2179,0.068181818,0.227272727,4,0.000308722
683,0.625,0.8,0,0.003122374
712,0.581666667,0.593333333,0,0.002246711
561,0,0,4,0
161,-0.05,0.535416667,1,-3.94E-05
13,0,0,4,0
3833,0,0,4,0
3833,0,0,4,0
3833,0,0,4,0
1672,0,0,4,0
603,0.136363636,0.454545455,1,0.000341733
1411,0,0,4,0
137,-0.5,0.9,3,-0.000563673
1388,0,0,4,0
775,0.333333333,0.333333333,0,0.000787324
2174,0.1,0.3,1,0.000596314
75,-0.016666667,0.533333333,1,-6.10E-06
224,-0.15,0.4,1,-0.000122883
181,0,0,4,0
14563,0.5,0.6,0,0.039945357
7,0,0,4,0
409,0.675,0.75,0,0.001893139
35,0,0,4,0
213,0,0,4,0
373,0.333333333,0.5,0,0.000568397
4053,0,0,4,0
311,0.55,0.75,0,0.001172947
7264,0,0,4,0
7264,0,0,4,0
110,0,0.1,4,0
775,0,0,4,0
4341,0,0,4,0
41746,0.268181818,0.627272727,0,0.064208838
147,-0.466666667,0.666666667,3,-0.000418145
80,0,0,4,0
306,0,0,4,0
170,0,0,4,0
40,-0.15,0.4,1,-2.19E-05
130,0,0,4,0
511,0.0625,0.5,1,0.000146004
90,0.625,0.6,0,0.00030858
230,0,0,4,0
366,0,0,4,0
360161,0.5,0.5,2,0.8232484
2278,-0.1,0.2,4,-0.00041656
2278,0,0.05,4,0
1087,0.658333333,0.833333333,0,0.005452408
40,0,0,4,0
306,0,0,4,0
306,0.428571429,0.535714286,0,0.000642351
981,0,0,4,0
166,-0.7,0.666666667,3,-0.000708287
443,0.25,0.5,1,0.0005063
0,0.25,0.333333333,1,0
3493,-0.25,1,3,-0.007984226
25,0,0,4,0
71,0,0,4,0
291,0,0,4,0
1,-0.75,1,3,-6.86E-06
87,0.008333333,0.666666667,1,4.42E-06
2278,0.2,0.3,1,0.001249681
422,0.4,0.3,0,0.000463007
3664,-0.119318182,0.477272727,1,-0.001907756
237,0,0,4,0
213,0,0,4,0
52,0.85,1,0,0.000404126
3399,0,0,4,0
1087,0.658333333,0.833333333,0,0.005452408
124,0.25,0.5,1,0.000141718
3226,0,0.4,1,0
235,0,0,4,0
262,-0.9375,1,3,-0.002245778
2,0,0,4,0
290,0,0,4,0
232,0,0,4,0
133,0,0,4,0
22,-0.466666667,0.666666667,3,-6.26E-05
2887,0,0,4,0
526,0,0,4,0
178,0.8,0.4,0,0.000520792
38945,0.268181818,0.627272727,0,0.059900666
1112,0,0.4,1,0
1167,0.16,0.54,1,0.000921889
517,0,0,4,0
3734,0.268181818,0.627272727,0,0.005743204
89,0,0,4,0
17845,0.25,0.333333333,1,0.013596575
1,0.8,0.4,0,2.93E-06
3277,0.5,0.5,0,0.007490497
18739,0,0,4,0
340,0.1,0.383333333,1,0.000119165
2086,-0.5,0.8,3,-0.007629016
1103,-0.5,0.3,3,-0.001512728
587,0,0,4,0
257,0.136363636,0.454545455,1,0.000145648
143,0,0.166666667,4,0
45,0,0,4,0
28,0,0,4,0
536,0,0,4,0
8513,0.25,0.5,1,0.009729418
210,0.166666667,0.661111111,1,0.000211562
160806,0,0,4,0
332,0.5,1,0,0.001517757
1746,0,0,4,0
3975,0.268181818,0.627272727,0,0.006113882
257,0,0,4,0
1194,0.6,1,0,0.006550128
2572,0,0,4,0
469,0,0,4,0
169,0,0,4,0
775,0,0,4,0
516,0,0,4,0
964,0,0,4,0
1258,0,0,4,0
725,-0.260416667,0.066666667,4,-0.000115083
1619,0,0.1,4,0
168,0,0,4,0
2,0,0,4,0
3230,0,0,4,0
1310,0,0,4,0
1241,0,0,4,0
366,0,0,4,0
278,0.2625,0.4,1,0.000266888
81,0,0,4,0
10741,0.268181818,0.627272727,0,0.016520556
350,0,0,4,0
775,0,0,4,0
2085,0,0,4,0
37,0,0,4,0
170,0,0.1,4,0
199,-0.6,0.9,3,-0.000982519
5,-0.75,1,3,-3.43E-05
15014,0.5,0.9,0,0.061773631
37,0,0,4,0
22131,0.2,0.5,1,0.020234629
121,-0.066666667,0.85,1,-6.27E-05
72,0,0,4,0
268,0,0,4,0
2085,0,0,4,0
39,0.4,0.8,0,0.000114106
455,0.284090909,0.351136364,1,0.000414991
44368,0,0,4,0
139,0,0,4,0
2049,-0.1,0.5,1,-0.000936712
11,-0.466666667,0.666666667,3,-3.13E-05
1110,0,0,4,0
12,0,0,4,0
61,0,0,4,0
489,0,0,4,0
148,-0.15,0.4,1,-8.12E-05
1021,0,0,4,0
988,0,0,4,0
1628,0.5,0.5,0,0.003721248
2064,0,0,4,0
1813,0,0,4,0
553,0,0,4,0
17869,0,0,4,0
47,0,0,4,0
2897,0,0.1,4,0
537,1,0.3,0,0.001472956
3186,-0.2,0.35,1,-0.002039098
1,0,0,4,0
134,0,0,4,0
2085,0,0,4,0
3294,0,0,4,0
39,0,0,4,0
200,0,0,4,0
1350,0.5,0.5,0,0.003085801
60829,0.118181818,0.427272727,1,0.028084114
38,0,0,4,0
380,-0.15,0.4,1,-0.000208463
376,0,0,4,0
41,0,0,4,0
58,0.4,0.5,0,0.00010606
1793,0,0,4,0
4782,0.375,0.5,0,0.008197946
1966,0.55,0.7,0,0.006920516
161,0,0,4,0
279,0,0,4,0
714,0,0,4,0
1282,0,0,4,0
18350,0,0,4,0
122,0,0,4,0
3317,0.5,0.5,0,0.007581928
2569,0,0,4,0
97,0,0,4,0
1735,-0.0625,0.3125,1,-0.00030983
33,0.15,0.3,1,1.36E-05
8,0,0,4,0
2085,0,0,4,0
349,-0.375,0.7,3,-0.000837624
484,-0.05,0.716666667,1,-0.000158572
3191,0.5,0.65,0,0.009482096
5304,0.068181818,0.75,1,0.002479862
7,-0.75,1,3,-4.80E-05
75,0.2,0.3,1,4.11E-05
288,0.068181818,0.75,1,0.000134653
849,0.125,0.95,1,0.000921797
2446,0.13,0.32,1,0.000930345
716,0.075,0.40625,1,0.000199463
78,0,0,4,0
436,0,0,4,0
1523,0,0,4,0
1,-0.75,1,3,-6.86E-06
296,-0.466666667,0.666666667,3,-0.000841979
65,0,0,4,0
1377,0,0,4,0
32,0.15625,0.1125,4,5.14E-06
147,0,0,4,0
1026,0.5,0.8,0,0.003752335
1318,0,0,4,0
360161,0,1,2,0
1862,0.16,0.54,1,0.001470915
92,0.55,1,0,0.000462642
1750,-0.119318182,0.477272727,1,-0.000911183
73,0,0,4,0
1025,0,0,4,0
14,0.1,0.4,1,5.12E-06
31,0.15625,0.1125,4,4.98E-06
17,0.4,0.9,0,5.60E-05
1060,0,0.375,1,0
943,0.286931818,0.525,0,0.001298805
106,0,0,4,0
1528,0.416666667,0.5,0,0.002910558
6001,0,0,4,0
98,0,0,4,0
139,0,0,4,0
341,0,0,4,0
98,0.266666667,0.5,1,0.00011947
6001,0,0,4,0
7,0,0,4,0
575,-0.05,0.716666667,1,-0.000188386
31505,0.5,1,0,0.144026926
7967,0.8,0.75,0,0.04370592
7569,0,0,4,0
157,-0.2,0,4,0
1,0,0,4,0
177,0.125,0.95,1,0.000192177
4,-0.25,1,3,-9.14E-06
279,0,0,4,0
2466,0,0.1,4,0
6001,-0.1,0.1,4,-0.000548678
46,0.222619048,0.464285714,1,4.35E-05
116,0,0,4,0
1025,0,0,4,0
8,0,0.1,4,0
508,-0.15,0.4,1,-0.000278682
167,0.178333333,0.693888889,1,0.000188944
422,0,0,4,0
70,-0.75,1,3,-0.000480014
22,0,0,4,0
50,0,0,4,0
374,0,0.1,4,0
1375,0,0,4,0
61,0.136363636,0.454545455,1,3.46E-05
276,0.3,0.8,0,0.00060564
4913,0.5,0.5,0,0.011230032
258,0.625,0.5,0,0.000737164
115,0,0,4,0
133,0,0,4,0
4115,-0.3,0.75,3,-0.008465382
107,0,0,4,0
4964,0,0,4,0
6405,0.2,0.7,1,0.008198632
830,-0.033333333,0.4,1,-0.000101184
1037,0,0,4,0
13130,0,0,4,0
1,0,0,4,0
184,0.1,0.383333333,1,6.45E-05
133,0.207142857,0.55,1,0.000138541
938,-0.466666667,0.666666667,3,-0.002668164
1183,0,0.5,1,0
68,0.266666667,0.5,1,8.29E-05
198,0,0,4,0
58914,0,0,4,0
293,0,0,4,0
265,0,0,4,0
20,0,0.1,4,0
2714,0,0,4,0
39,0.05,0.15,4,2.67E-06
435,0,0,4,0
7054,0.6,0.9,0,0.03482759
28,-0.75,1,3,-0.000192005
205,0,0,4,0
133,0,0,4,0
71,0,0.6,1,0
158,0,0,4,0
775,0,0,4,0
269,0,0,4,0
83,0,0,4,0
551,0,0,4,0
11,-0.75,1,3,-7.54E-05
990,0.1,0.383333333,1,0.000346981
156,0,0,4,0
775,0.214285714,0.5,1,0.000759205
1893,-0.466666667,0.666666667,3,-0.005384685
6121,0,0,4,0
120,0,0,4,0
1760,0,0,4,0
347,0,0,4,0
18,0,0,4,0
1760,0,0,4,0
458,0,0,4,0
172,0,0,4,0
133,0,0.066666667,4,0
6187,0.13,0.32,1,0.002353248
1760,0,0,4,0
775,0.5,0.75,0,0.002657218
531,0.3625,0.639583333,0,0.001125625
160,0,0,4,0
2027,-0.1875,0.5,1,-0.001737478
79,0.1,0.4,1,2.89E-05
49,0,0,4,0
133,0.214285714,0.5,1,0.000130289
147,-0.466666667,0.666666667,3,-0.000418145
15776,-0.2,0,4,0
0,0,0,4,0
2272,0,0.4,1,0
2272,0,0,4,0
3,0.4,0.666666667,0,7.31E-06
2,0.0625,0.5,1,5.71E-07
2272,0,0,4,0
146,0.3,0.2,1,8.01E-05
51,0.166666667,0.408333333,1,3.17E-05
775,0.5,0.75,0,0.002657218
5870,0,0,4,0
719,0,0,4,0
14,0,0,4,0
41,0,0,4,0
72810,-0.1875,0.5,1,-0.062410335
734,-0.083333333,0.188888889,4,-0.000105637
57,0,0,4,0
1021,0,0,4,0
57,0.136363636,0.454545455,1,3.23E-05
339,0.25,0.25,1,0.00019372
57,0,0,4,0
57,0,0,4,0
44,0,0,4,0
1042,0,0,4,0
5165,0,0,4,0
158,-0.2,0.1,4,-2.89E-05
1793,0,0,4,0
89,0,0,4,0
41,0.35,0.55,0,7.22E-05
1793,0,0,4,0
356239,0,0,2,0
74,0.5,0.5,0,0.000169148
1793,0,0,4,0
3,0,0,4,0
256,0.8,0.4,0,0.000749004
1,0,0,4,0
1146,0,0.375,1,0
14,0,0,4,0
4356,0,0,4,0
21,0.4,0.8,0,6.14E-05
0,-0.375,0.875,3,0
802,0,0,4,0
1200,-0.208333333,0.541666667,1,-0.00123813
743,0,1,1,0
367,-0.0625,0.625,1,-0.000131075
5426,-0.05,0.716666667,1,-0.001777711
540,0.5,0.6,0,0.001481185
659,0.25,0.5,1,0.000753164
288,0,0,4,0
127,0.1,0.383333333,1,4.45E-05
196,0.046590909,0.558333333,1,4.66E-05
775,0,0,4,0
434,0,0.1,4,0
39,-0.466666667,0.666666667,3,-0.000110936
117,0.35,0.7,0,0.000262087
190,0,0.1,4,0
2,0,0,4,0
5355,-0.1,1,3,-0.004896138
1301,0,0,4,0
4255,0,0,4,0
112,0,0,4,0
292,0.78125,0.5,0,0.001042887
533,-0.3,0.6,3,-0.00087719
455,0.5,0.6,0,0.001248035
51,0,0,4,0
581,0.7,0.9,0,0.003346655
775,-0.071428571,0.142857143,4,-7.23E-05
51,0,0,4,0
1360,0,0,4,0
133,0.125,0.166666667,4,2.53E-05
285,0,0,4,0
228,0,0,4,0
415,0.25,0.333333333,1,0.000316199
1628,0,0,4,0
19147,0,0,4,0
31,0.2,0.1,4,5.67E-06
48,0,0.1,4,0
859,0,0,4,0
139,0,0.5,1,0
149,-0.2,0.4,1,-0.000108986
1110,0,0,4,0
233,-0.75,1,3,-0.001597759
7,0,0,4,0
1848,0.45,0.775,0,0.005892646
40,0,0.4,1,0
0,-0.196428571,0.785714286,3,0
48,-0.2,0.4,1,-3.51E-05
128,0.25,0.3,1,8.78E-05
833,0,0,4,0
862,0.136363636,0.5,1,0.000537366
888,0,0,4,0
1054,0.416666667,0.583333333,0,0.002342288
381,0,0,4,0
1024,0.2,0.2,4,0.000374502
1556,0,0,4,0
775,0,0,4,0
166,0.266666667,0.566666667,1,0.00022935
654,0,0,4,0
25,-0.05,0.716666667,1,-8.19E-06
1439,0.1,0.383333333,1,0.000504349
211,-0.75,1,3,-0.001446898
1223,-0.5,1,3,-0.005591015
796,0,0,4,0
192,0.033333333,0.066666667,4,3.90E-06
128,0.4,0.8,0,0.000374502
72,0,0,4,0
5165,0,0,4,0
39,0,0,4,0
7,-0.25,1,3,-1.60E-05
242,0.333333333,0.666666667,0,0.000491696
666,0,0,4,0
1915,-0.375,0.4,3,-0.00262636
45,0,0,4,0
372,0,0,4,0
25,-0.75,1,3,-0.000171433
49,0.4,0.4,0,7.17E-05
286,0.454017857,0.592857143,0,0.000703855
800,0,0,4,0
1462,0.25,0.5,1,0.001670904
437,0.16,0.54,1,0.000345215
185,0,0,4,0
432,0,0,4,0
5165,0,0,4,0
1793,0.285714286,0.535714286,0,0.002509225
72,0.2625,0.4,1,6.91E-05
5165,0.333333333,0.5,0,0.007870699
321,0.566666667,0.616666667,0,0.001025598
240,0,0,4,0
561,0,0,4,0
178,0,1,1,0
133,-0.75,1,3,-0.000912026
5165,0,0,4,0
93,0.214285714,0.642857143,1,0.000117135
2097,-0.125,1,3,-0.002396639
2186,0.4,0.75,0,0.005996055
75,0,0,4,0
366,0,0,4,0
4,0.08989899,0.522222222,1,1.72E-06
275,0,0,4,0
384,-0.15,0.4,1,-0.000210657
523,0,0,4,0
1138,0,0,4,0
0,0.25,0.333333333,1,0
50647,0.1,0.4,1,0.018522855
178,0.78125,0.5,0,0.000635732
383,0.15625,0.1125,4,6.16E-05
46,0,0.5,1,0
775,0,0,4,0
5902,-0.033333333,0.4,1,-0.000719502
1360,0,0,4,0
470,0.1,0.383333333,1,0.000164728
9,0,0,4,0
374,0,0,4,0
5355,0,0,4,0
760,0,0,4,0
2777,-0.466666667,0.666666667,3,-0.007899245
15997,0,0.25,4,0
276,0.4,0.633333333,0,0.000639287
64,0,0,4,0
167,0,0,4,0
1598,0,0,4,0
5355,0,0.033333333,4,0
